Row Labels;Sum of q2_gms
9,12E+16;429
9,12E+16;29412.08
9,12E+16;0
9,12E+16;630
9,12E+15;3140
9,12E+16;26257.51
9,12E+16;1797
9,12E+16;13397.51
9,13E+16;3620.05
9,13E+16;16576.78
9,13E+16;14189.9
9,13E+16;149
9,13E+16;3659
9,13E+16;4775
9,13E+16;8746.45
9,13E+16;996
9,13E+16;4700
9,13E+16;17660
9,14E+16;4188.76
9,14E+16;4147.4
9,14E+16;1601
9,14E+16;110.78
9,15E+16;18662.87
9,15E+16;750
9,15E+16;3290
9,16E+16;-520
9,16E+16;2273.73
9,16E+16;6305.98
9,16E+16;0
9,16E+16;68884.78
9,16E+16;8698.27
9,16E+16;329
9,16E+16;0
9,16E+16;1099.99
9,16E+16;0
9,17E+16;1357.26
9,17E+16;1650
9,17E+15;96703.93
9,17E+16;0
9,17E+16;86.88
9,17E+16;480
9,17E+16;1448.5
9,17E+16;0
9,17E+16;235.95
9,18E+16;1170
9,18E+16;5800
9,18E+16;499.96
9,18E+16;4288.53
9,19E+15;6721
9,19E+16;4950
9,19E+15;199.99
9,20E+16;399
9,20E+16;6058
9,20E+16;642.6
9,21E+16;3319.28
9,21E+16;900
9,22E+14;2302
9,22E+16;0
9,22E+16;11655
9,22E+16;103831.56
9,22E+16;149997
9,22E+16;949.8
9,23E+15;47872.6
9,23E+16;8210.8
9,23E+16;1950
9,23E+16;72965.21
9,23E+16;967
9,23E+15;27978.83
9,23E+16;0
9,23E+16;10190
9,23E+16;9051
9,23E+16;0
9,24E+16;859
9,24E+16;1068.6
9,24E+16;1688.9
9,25E+15;0
9,25E+16;25701.54
9,25E+16;1147.99
9,25E+15;750
9,26E+16;1892
9,26E+16;21884.26
9,27E+16;22555.28
9,27E+16;2326.55
9,27E+16;7544.79
9,27E+16;271
9,27E+16;12055
9,27E+16;9101.26
9,27E+16;46810.46
9,28E+16;865.9
9,28E+16;35817.53
9,28E+16;1080
9,28E+16;1800
9,28E+16;2182.18
9,29E+16;12603.25
9,29E+16;24126.12
9,30E+16;189
9,30E+16;808.5
9,30E+16;2370
9,30E+16;280
9,31E+14;600
9,31E+16;124.9
9,31E+16;5611
9,32E+16;1850
9,32E+16;348
9,32E+16;0
9,32E+16;3830
9,32E+16;0
9,32E+16;9904.53
9,33E+16;1200
9,33E+16;638.61
9,33E+16;398
9,33E+16;117087.15
9,34E+15;2515
9,34E+16;317172.65
9,34E+16;5797
9,34E+16;8400
9,34E+15;4403.05
9,34E+16;0
9,34E+16;0
9,34E+16;0
9,34E+16;2390
9,34E+16;1353
9,35E+16;-3390
9,35E+16;9098.9
9,36E+16;6813.29
9,36E+16;550
9,36E+16;10495
9,37E+16;7647.76
9,37E+16;4500
9,37E+14;1600
9,37E+16;0
9,37E+16;7498.72
9,37E+16;19800
9,37E+15;990
9,38E+16;0
9,38E+16;1652.8
9,38E+16;0
9,38E+16;0
9,38E+16;61201.62
9,38E+16;-798
9,38E+16;31
9,38E+16;0
9,39E+16;1579.8
9,39E+16;1221
9,39E+16;289.99
9,39E+15;6018.59
9,39E+16;0
9,39E+16;749
9,39E+16;8916
9,39E+16;2556
9,39E+16;0
9,40E+16;0
9,40E+16;10359.34
9,40E+16;0
9,41E+16;56832.67
9,41E+16;6661.05
9,41E+16;3452.88
9,41E+16;848.38
9,41E+16;0
9,41E+14;3300
9,41E+16;24011.58
9,42E+16;17743
9,42E+16;1683
9,42E+15;85807.32
9,42E+16;5997.92
9,43E+16;6561.81
9,43E+16;34051.9
9,43E+16;0
9,43E+16;6517.26
9,43E+16;0
9,43E+16;145836.4
9,43E+16;0
9,43E+16;1229.68
9,43E+16;18780
9,43E+16;0
9,43E+16;0
9,44E+16;0
9,44E+16;6638
9,44E+16;10984.15
9,44E+16;2013.95
9,44E+16;3190
9,45E+16;1199
9,45E+16;2097
9,45E+16;6690
9,45E+16;25880.14
9,45E+16;0
9,46E+16;13983.51
9,46E+16;18075.74
9,46E+15;0
9,46E+16;0
9,47E+16;1100
9,47E+16;1279
9,47E+16;10599.5
9,47E+16;0
9,47E+16;0
9,48E+16;0
9,48E+16;199.9
9,48E+16;0
9,48E+16;19425.86
9,48E+16;4494.3
9,49E+15;213451.83
9,49E+16;30551.37
9,49E+16;12278.19
9,49E+16;1197
9,49E+16;0
9,49E+16;0
9,50E+16;0
9,50E+16;1300
9,50E+16;0
9,50E+16;56994.4
9,50E+16;1819.4
9,50E+16;0
9,50E+16;3352.3
9,50E+16;266.78
9,50E+16;837
9,50E+16;10784.71
9,50E+16;0
9,51E+16;590
9,51E+16;0
9,51E+16;8578.95
9,51E+16;1380
9,51E+16;3964.01
9,51E+16;399
9,52E+16;51897.11
9,52E+16;1656.88
9,52E+16;729.96
9,52E+16;1619.19
9,52E+16;403148.12
9,52E+16;9419.78
9,52E+16;9960.88
9,53E+16;11193.38
9,53E+16;2500
9,53E+16;7125
9,54E+16;0
9,54E+16;3217.69
9,54E+16;0
9,54E+16;139.99
9,54E+16;1144
9,54E+16;6477.51
9,55E+16;0
9,55E+16;1048
9,55E+16;8957.13
9,55E+16;0
9,55E+16;599
9,55E+16;560.5
9,55E+16;11996.07
9,55E+16;183
9,56E+16;1350
9,56E+16;0
9,56E+16;-1025
9,57E+16;4290
9,57E+16;0
9,57E+16;0
9,57E+16;4560
9,58E+16;6540
9,59E+16;1047
9,59E+16;2910
9,59E+16;1199.99
9,59E+16;690
9,59E+16;260
9,59E+16;0
9,59E+16;9870.2
9,60E+16;1133.43
9,60E+16;20849.62
9,60E+16;2699.73
9,60E+16;3514.05
9,60E+16;8380
9,60E+16;86846.77
9,60E+16;1245.25
9,61E+16;796
9,61E+15;7168
9,61E+15;2014.71
9,62E+16;1505
9,62E+16;3910.9
9,62E+16;28215
9,63E+16;567
9,63E+16;915.1
9,63E+16;0
9,63E+15;-83
9,63E+16;13275.84
9,63E+16;2728.53
9,63E+16;49350
9,64E+16;74.05
9,64E+16;40549.45
9,64E+16;29542.28
9,64E+16;0
9,64E+16;599.9
9,64E+16;9300
9,64E+16;990
9,64E+16;900
9,64E+16;343.8
9,65E+16;3706.9
9,65E+16;14224.39
9,65E+16;1265
9,65E+16;6500
9,66E+16;24391.68
9,66E+14;116.98
9,66E+16;7244
9,66E+16;74123.11
9,66E+16;9852.1
9,67E+16;14831.65
9,67E+16;0
9,67E+16;140
9,67E+16;3490
9,68E+16;100467.39
9,69E+15;1315
9,69E+15;49.9
9,69E+14;6148.7
9,69E+16;420
9,69E+15;999
9,69E+16;2423.85
9,70E+16;5872.72
9,70E+16;2697.8
9,70E+15;2550
9,70E+16;3328.2
9,70E+16;4040.98
9,71E+16;16793
9,71E+16;0
9,71E+16;8249
9,71E+16;10999.98
9,71E+16;11278.54
9,71E+16;2358
9,71E+16;2757193.7
9,71E+16;40
9,71E+16;5460
9,71E+16;1800
9,72E+16;0
9,72E+15;1060.79
9,72E+16;674
9,72E+16;26627.3
9,72E+16;9680.98
9,73E+16;129065.12
9,73E+16;48689.33
9,73E+16;5036.6
9,73E+16;0
9,74E+16;0
9,74E+16;289.99
9,74E+16;0
9,75E+16;0
9,75E+16;0
9,75E+16;249
9,76E+16;0
9,76E+16;18659
9,76E+16;700
9,76E+16;67999.42
9,76E+16;1499.83
9,77E+16;-1198
9,77E+16;0
9,77E+16;589.9
9,77E+16;46767.26
9,77E+15;19030.67
9,77E+16;3593.3
9,78E+16;36086.05
9,78E+16;3848
9,78E+16;398
9,78E+16;737.22
9,78E+15;7636.88
9,79E+16;239
9,79E+16;0
9,79E+16;0
9,79E+16;980
9,79E+16;2700
9,79E+15;4642
9,80E+15;165
9,80E+16;55335.84
9,80E+16;1978.36
9,80E+16;0
9,80E+16;11318.45
9,80E+16;1810
9,81E+16;7208.67
9,81E+16;101423.25
9,81E+16;97605.98
9,81E+16;798
9,81E+16;10285
9,81E+16;12578.96
9,81E+16;0
9,81E+16;73868.47
9,81E+16;32668.75
9,81E+16;6007.29
9,82E+16;8523.01
9,82E+16;655.97
9,82E+16;2690.75
9,82E+16;0
9,82E+16;6109.93
9,82E+16;629
9,82E+16;0
9,83E+16;1231.7
9,84E+16;4958
9,84E+16;0
9,84E+16;-699
9,84E+16;600
9,84E+16;592.9
9,85E+16;9417.92
9,86E+16;2475
9,86E+16;0
9,86E+16;98.72
9,87E+16;7281.73
9,87E+16;13275.75
9,87E+16;3100
9,87E+16;4497
9,87E+16;2805
9,87E+16;199.98
9,87E+16;2717.55
9,87E+16;9636.4
9,87E+16;7629.7
9,87E+15;6959.5
9,87E+16;4158
9,87E+16;0
9,88E+16;719.8
9,88E+16;399
9,88E+16;0
9,89E+16;13789.5
9,89E+16;71145.68
9,90E+16;49616.86
9,90E+16;25484
9,90E+16;343
9,90E+16;4778
9,90E+16;499
9,90E+16;0
9,90E+16;30641.99
9,91E+16;590
9,91E+16;0
9,91E+16;3797.56
9,91E+16;519.98
9,91E+16;336.56
9,91E+16;0
9,91E+15;1782
9,91E+16;579.29
9,92E+16;1949.81
9,92E+16;0
9,92E+16;270.19
9,92E+16;5808.32
9,92E+16;0
9,93E+15;18890.99
9,93E+16;2422.73
9,93E+16;1750
9,93E+16;2713.95
9,93E+16;11042.15
9,93E+16;649.99
9,93E+16;9990.05
9,93E+16;8649.67
9,94E+16;35678.27
9,95E+16;0
9,95E+16;4299
9,95E+16;15352
9,96E+16;499
9,96E+16;2847
9,96E+16;9800
9,96E+16;2844
9,96E+16;1599
9,96E+16;17739.37
9,96E+15;5300
9,97E+16;154739.5
9,97E+16;2475.35
9,97E+16;0
9,97E+16;310
9,97E+15;14540
9,97E+16;580
9,98E+16;419
9,98E+16;-2190
9,98E+16;3042
9,98E+16;190523.21
9,98E+16;1681.16
9,98E+15;1805
9,99E+16;1170
9,99E+16;0
9,99E+16;1598.4
9,99E+16;0
9,99E+16;960
9,99E+16;8209.3
9,99E+16;15198.25
1,00E+17;12884.68
1,00E+17;5738.62
1,00E+17;1275.34
1,00E+17;600.27
1,00E+17;9298.53
1,00E+17;196168.45
1,00E+17;599.97
1,00E+17;1445
1,00E+17;4614.9
1,00E+17;1099
1,00E+17;1087
1,00E+17;0
1,00E+17;2509
1,00E+17;331322.93
1,00E+17;2820
1,00E+17;81020.93
1,00E+17;975
1,00E+17;718
1,00E+17;0
1,00E+17;26306.68
1,00E+17;5126.93
1,00E+17;703.94
1,00E+17;2430001.34
1,00E+16;0
1,00E+17;0
1,00E+17;1645.94
1,00E+17;2909.99
1,00E+17;23303.51
1,00E+17;1269.29
1,01E+15;1700
1,01E+17;4384.61
1,01E+17;250
1,01E+17;350
1,01E+17;6214.04
1,01E+17;14504.44
1,01E+17;3446
1,01E+17;25741.89
1,01E+17;3515.23
1,01E+17;589
1,01E+17;3178.5
1,01E+17;3697.12
1,01E+17;9250
1,01E+17;0
1,01E+17;0
1,01E+17;645
1,01E+17;149
1,01E+17;499
1,01E+17;3514.82
1,01E+17;2459.89
1,01E+17;0
1,01E+17;0
1,01E+17;38526
1,01E+17;8553.2
1,01E+17;15947.28
1,01E+16;1097
1,01E+16;1985.9
1,01E+16;24549.26
1,01E+17;0
1,01E+16;899
1,01E+17;6113.37
1,01E+17;0
1,01E+17;32230.49
1,01E+17;110
1,01E+17;4058
1,01E+17;0
1,01E+17;8506.26
1,01E+17;0
1,01E+17;1615.9
1,01E+17;2033.49
1,01E+16;5147.99
1,01E+17;2398.75
1,01E+17;268.22
1,01E+17;986
1,01E+17;14419.7
1,01E+17;778.34
1,01E+17;183.55
1,01E+17;8200.66
1,01E+17;1248.6
1,01E+17;1624.98
1,01E+16;0
1,02E+17;993228
1,02E+17;0
1,02E+17;438270.62
1,02E+17;32593.45
1,02E+17;1150
1,02E+17;0
1,02E+17;198
1,02E+17;17785.24
1,02E+17;6396.02
1,02E+17;26617.5
1,02E+17;925
1,02E+17;7502
1,02E+17;17599.96
1,02E+17;449.9
1,02E+17;8353.06
1,02E+17;0
1,02E+17;1346
1,02E+17;0
1,02E+16;45868.41
1,02E+17;795.77
1,02E+17;0
1,02E+17;29808.85
1,02E+17;5856.9
1,02E+17;6159
1,02E+16;17895.42
1,02E+17;7043.72
1,02E+16;9319
1,02E+17;0
1,02E+17;799.9
1,02E+16;8433.27
1,02E+17;31677.9
1,02E+17;589.8
1,02E+17;0
1,02E+17;565
1,02E+17;130
1,02E+17;320
1,02E+17;0
1,02E+17;1995
1,02E+16;1197
1,02E+17;538.08
1,02E+17;1250
1,02E+17;550
1,02E+17;64934.26
1,02E+17;0
1,02E+17;1997
1,02E+17;3499.6
1,02E+16;2800
1,02E+17;1097.47
1,02E+17;78958.36
1,02E+16;3700
1,02E+17;1828
1,02E+17;85565.85
1,02E+17;339.98
1,02E+17;25777.76
1,02E+16;32366.92
1,02E+17;3807.06
1,02E+17;33666.51
1,02E+17;10560
1,02E+17;0
1,02E+16;2430
1,02E+17;659.8
1,02E+17;772
1,02E+17;2264.8
1,02E+17;0
1,03E+16;662578.78
1,03E+17;0
1,03E+17;3674.28
1,03E+17;-685.51
1,03E+17;13246.76
1,03E+17;199.9
1,03E+17;2990
1,03E+17;249
1,03E+17;4108.6
1,03E+17;747.9
1,03E+17;29386.06
1,03E+17;3341.88
1,03E+17;8703.79
1,03E+17;0
1,03E+17;2497
1,03E+17;0
1,03E+17;0
1,03E+17;880
1,03E+17;5784.31
1,03E+17;8848.03
1,03E+17;5745.12
1,03E+17;2195
1,03E+17;1499
1,03E+17;15966.73
1,03E+17;1070.32
1,03E+17;16244
1,03E+17;2209.93
1,03E+17;5772
1,03E+17;10216.79
1,03E+17;5646.96
1,03E+17;0
1,03E+17;12850
1,03E+17;3032.25
1,03E+17;2508657.8
1,03E+17;10538
1,03E+17;10720.2
1,03E+17;3449
1,03E+17;736
1,03E+17;0
1,03E+16;2623.17
1,03E+16;15745
1,03E+17;877
1,03E+17;20314.9
1,03E+17;1670.95
1,03E+17;0
1,03E+17;2372.48
1,03E+16;1906
1,03E+17;2738.37
1,03E+17;1509.27
1,03E+17;298
1,03E+17;0
1,03E+17;33584
1,03E+16;259.9
1,03E+17;0
1,03E+17;3845.34
1,03E+17;7480.86
1,03E+17;0
1,03E+16;389.7
1,03E+17;1046.9
1,03E+17;239.99
1,03E+17;2760
1,03E+16;44240.56
1,03E+17;-999.9
1,03E+17;17804.08
1,03E+17;27779.91
1,04E+17;8970
1,04E+17;1644.89
1,04E+17;192263.22
1,04E+17;18023.55
1,04E+17;11872.7
1,04E+17;12902.62
1,04E+17;0
1,04E+17;10719.28
1,04E+17;11960
1,04E+17;438
1,04E+17;3000
1,04E+17;81988.66
1,04E+17;-280.01
1,04E+17;0
1,04E+17;860
1,04E+17;0
1,04E+17;0
1,04E+17;0
1,04E+17;0
1,04E+15;50650.89
1,04E+17;0
1,04E+17;366.92
1,04E+17;142121.89
1,04E+17;0
1,04E+17;215993.83
1,04E+17;33368.44
1,04E+17;12009.01
1,04E+17;240
1,04E+17;869
1,04E+16;147942.45
1,04E+17;399
1,04E+16;24877
1,04E+17;5681.27
1,04E+17;0
1,04E+17;0
1,04E+17;0
1,04E+17;739476.97
1,04E+17;12973
1,04E+17;2222
1,04E+17;1199
1,04E+17;6072
1,04E+17;0
1,04E+17;144
1,04E+17;527
1,04E+15;9334.6
1,04E+17;5258.14
1,04E+17;1465
1,04E+17;0
1,04E+17;64194.6
1,04E+17;10279.92
1,04E+17;0
1,04E+17;240092.7
1,04E+17;0
1,04E+17;1496.99
1,04E+17;700
1,04E+17;-20.1
1,04E+17;399.56
1,04E+17;332.8
1,04E+17;140
1,04E+17;647.33
1,04E+17;0
1,04E+17;0
1,04E+17;37108
1,04E+17;1650
1,04E+17;1215.48
1,04E+17;70693.19
1,05E+17;3647
1,05E+17;42564.1
1,05E+17;332140.56
1,05E+17;12925
1,05E+17;2783.88
1,05E+17;6378.53
1,05E+17;7134
1,05E+17;860
1,05E+17;8337.57
1,05E+17;2678.72
1,05E+17;188.52
1,05E+17;679.97
1,05E+17;29161.34
1,05E+17;0
1,05E+16;2250
1,05E+16;26837.92
1,05E+16;1198
1,05E+17;1692.54
1,05E+17;300
1,05E+17;223.2
1,05E+16;0
1,05E+17;8982
1,05E+17;16679.63
1,05E+17;8845
1,05E+16;3866.4
1,05E+17;-45119
1,05E+17;599.7
1,05E+17;32055.28
1,05E+16;7697.9
1,05E+17;0
1,05E+17;16333.15
1,05E+17;1534.44
1,05E+17;2734.2
1,05E+17;0
1,05E+17;0
1,05E+17;4062.9
1,05E+16;10513.72
1,05E+17;846.81
1,05E+17;-20.1
1,05E+17;275
1,05E+17;2509.7
1,05E+17;3747.9
1,05E+17;17361.1
1,05E+17;1247.24
1,06E+17;0
1,06E+17;1099.98
1,06E+17;2687.55
1,06E+16;7046.25
1,06E+17;3921.38
1,06E+17;1019.97
1,06E+17;0
1,06E+17;579.9
1,06E+17;1239.9
1,06E+17;13888.9
1,06E+17;0
1,06E+17;0
1,06E+17;1439.96
1,06E+17;0
1,06E+17;59660.89
1,06E+17;13083.85
1,06E+17;-170
1,06E+17;4640.55
1,06E+17;6770
1,06E+17;22123.8
1,06E+17;900
1,06E+17;1553
1,06E+17;149
1,06E+17;1750
1,06E+17;12247.97
1,06E+16;0
1,06E+17;265
1,06E+17;9280.45
1,06E+17;960
1,06E+16;4944
1,06E+17;168695.64
1,06E+17;6191.45
1,06E+17;1998
1,06E+17;3149
1,06E+17;8560.92
1,06E+17;1556.09
1,06E+17;3466.85
1,06E+16;514.75
1,06E+16;124
1,06E+17;17612.63
1,06E+17;41127.58
1,06E+17;1887
1,06E+17;8626.21
1,06E+17;1830
1,06E+17;4418.53
1,06E+17;0
1,06E+17;4974.58
1,06E+17;6215.82
1,06E+17;17466.65
1,06E+17;6917.51
1,06E+17;0
1,07E+17;220
1,07E+17;0
1,07E+17;2710
1,07E+17;295
1,07E+16;5800
1,07E+17;1209.83
1,07E+17;155393.99
1,07E+17;1949.96
1,07E+17;0
1,07E+17;34571.24
1,07E+17;2749.18
1,07E+17;10760
1,07E+17;4748.1
1,07E+17;5185
1,07E+17;966.9
1,07E+17;5500
1,07E+17;9185
1,07E+17;1539.7
1,07E+17;0
1,07E+17;1540
1,07E+17;1199
1,07E+17;9620
1,07E+17;1720
1,07E+17;298
1,07E+17;7502.77
1,07E+17;31378.24
1,07E+17;26924.08
1,07E+17;0
1,07E+17;4479.85
1,07E+17;3683.54
1,07E+17;0
1,07E+17;1102.3
1,07E+17;1700
1,07E+17;2262.87
1,07E+17;5462.65
1,07E+17;399.99
1,07E+17;139
1,07E+17;210
1,07E+17;30544
1,07E+17;0
1,07E+17;0
1,07E+17;8637.23
1,07E+17;2200
1,07E+17;22103.89
1,07E+17;8164.99
1,07E+17;16162
1,07E+17;1050
1,07E+17;5070.15
1,07E+17;403.24
1,07E+17;6000
1,07E+17;6960.7
1,07E+17;4236
1,07E+16;4965.63
1,07E+16;26570.25
1,07E+16;149
1,07E+17;24384
1,07E+17;3629.87
1,07E+17;4999.94
1,07E+17;1250
1,07E+16;20106.7
1,07E+17;0
1,07E+17;1339.96
1,07E+17;3500
1,07E+17;1175.94
1,07E+17;0
1,07E+17;0
1,07E+16;3174.2
1,07E+17;465
1,07E+17;299.9
1,07E+17;38370.38
1,07E+17;2897.5
1,07E+17;695
1,07E+16;630.36
1,07E+17;598
1,07E+17;-694.69
1,07E+16;1577
1,07E+17;399.99
1,07E+17;0
1,07E+17;29873.25
1,07E+17;3036
1,07E+17;4045.86
1,07E+17;0
1,07E+15;0
1,07E+17;3782.4
1,07E+17;0
1,07E+17;36915.34
1,07E+17;0
1,07E+17;745
1,07E+17;0
1,07E+17;1698
1,07E+17;1499.97
1,07E+17;1904.47
1,07E+17;0
1,07E+17;0
1,07E+17;118
1,08E+17;369.9
1,08E+17;1825
1,08E+17;559.8
1,08E+17;2160
1,08E+17;0
1,08E+17;499.99
1,08E+17;0
1,08E+17;120
1,08E+17;3171.5
1,08E+17;599.9
1,08E+17;2760.1
1,08E+17;529
1,08E+17;5901.4
1,08E+17;349
1,08E+17;471.73
1,08E+17;-316.72
1,08E+17;350
1,08E+17;0
1,08E+17;1098
1,08E+16;199
1,08E+17;0
1,08E+17;0
1,08E+17;2100
1,08E+17;1059.7
1,08E+17;21196
1,08E+17;49834
1,08E+17;0
1,08E+17;0
1,08E+17;0
1,08E+17;1396
1,08E+17;20484.21
1,08E+17;31746.12
1,08E+17;0
1,08E+17;-456.3
1,08E+17;0
1,08E+17;3224892.53
1,08E+17;560
1,08E+17;39394.72
1,08E+17;4267.6
1,08E+17;33301.66
1,08E+17;16273.92
1,08E+17;57862.6
1,08E+17;5060
1,08E+17;859
1,08E+17;18568.69
1,08E+17;250
1,08E+17;29531.52
1,08E+17;5026.03
1,08E+17;0
1,08E+17;5373
1,08E+17;10581.13
1,08E+17;41719.67
1,08E+17;931191.67
1,08E+17;2700
1,08E+17;413.8
1,08E+17;229.9
1,08E+17;865
1,08E+16;564
1,08E+17;65707.02
1,08E+17;0
1,08E+17;0
1,08E+16;668.9
1,08E+17;46800
1,08E+17;277.74
1,08E+17;384
1,08E+17;0
1,08E+17;8999
1,08E+17;0
1,08E+16;332.48
1,08E+17;1330
1,08E+17;325
1,08E+17;167.43
1,08E+17;0
1,08E+16;30743.09
1,08E+17;13428.41
1,08E+17;1050
1,08E+17;2042.35
1,08E+17;3680.2
1,08E+17;0
1,08E+17;5294.05
1,08E+17;0
1,08E+17;2420.99
1,08E+16;6507.2
1,08E+17;0
1,08E+17;2406.21
1,08E+17;2754.9
1,08E+17;507.5
1,08E+17;0
1,08E+17;4791.92
1,08E+17;0
1,08E+17;2633
1,08E+17;0
1,08E+17;0
1,08E+17;1548
1,08E+17;9745
1,08E+17;0
1,08E+17;10790
1,08E+17;3099
1,08E+17;350
1,08E+17;0
1,08E+17;0
1,08E+17;0
1,08E+17;20002.56
1,08E+17;275.4
1,08E+17;149
1,08E+17;498
1,08E+16;0
1,08E+17;11340.53
1,08E+17;51892.14
1,08E+17;0
1,08E+17;16953.07
1,08E+17;459.9
1,08E+17;17196
1,08E+17;48815.41
1,08E+17;0
1,08E+17;389.7
1,08E+17;802
1,08E+17;978.24
1,08E+17;28756.7
1,08E+17;827.78
1,08E+17;10379.81
1,08E+17;4583
1,08E+17;0
1,08E+17;9306.08
1,08E+17;3377
1,08E+17;2685.73
1,08E+17;0
1,08E+17;0
1,08E+17;1959
1,08E+17;268.47
1,08E+16;4327.12
1,08E+17;5560.35
1,08E+17;0
1,09E+17;5091.03
1,09E+17;1892.01
1,09E+17;611.54
1,09E+17;0
1,09E+17;146.9
1,09E+17;3849
1,09E+17;6758.62
1,09E+17;0
1,09E+17;0
1,09E+17;1414.9
1,09E+17;0
1,09E+17;5226.23
1,09E+17;15624.17
1,09E+17;1197
1,09E+17;3385
1,09E+17;4006.19
1,09E+17;2435
1,09E+16;33851.57
1,09E+17;11852.05
1,09E+17;16462.54
1,09E+17;302.36
1,09E+17;32594.81
1,09E+17;877.5
1,09E+17;4460.89
1,09E+17;930.96
1,09E+17;39996
1,09E+17;0
1,09E+17;-301
1,09E+17;0
1,09E+17;7075.98
1,09E+17;0
1,09E+17;3536.89
1,09E+17;22456.3
1,09E+16;17554.38
1,09E+17;4766
1,09E+17;250
1,09E+17;8022.89
1,09E+17;44198.45
1,09E+17;800
1,09E+17;360.9
1,09E+17;3773
1,09E+16;3221.5
1,09E+17;5150
1,09E+16;3456.37
1,09E+17;8094.43
1,09E+17;0
1,09E+17;6782
1,09E+17;239398.9
1,09E+17;45751
1,09E+17;6597
1,09E+17;0
1,09E+17;11809
1,09E+17;0
1,09E+17;2289
1,09E+17;0
1,09E+17;10799.6
1,09E+17;1646
1,09E+17;291.99
1,09E+17;0
1,09E+17;1878.25
1,09E+17;0
1,09E+17;1599.5
1,09E+17;2154.6
1,09E+17;270341
1,09E+17;0
1,09E+17;8144
1,09E+17;4008.41
1,09E+17;4996
1,09E+17;0
1,09E+17;257489.88
1,09E+17;9423.01
1,09E+17;12930
1,09E+17;2338.8
1,09E+17;795
1,09E+17;0
1,09E+17;6896.42
1,09E+17;1374
1,09E+17;1637.35
1,09E+17;597.99
1,09E+17;5935.25
1,09E+17;0
1,09E+17;0
1,09E+17;936.62
1,09E+16;8169
1,09E+17;897.99
1,09E+17;0
1,09E+16;14247
1,09E+17;0
1,09E+17;6907.96
1,09E+17;11752.49
1,09E+15;199.99
1,09E+17;400
1,09E+17;1580
1,09E+17;3141.27
1,09E+17;3294
1,09E+17;5361.27
1,09E+17;10475.42
1,09E+17;2452.53
1,09E+17;9470
1,09E+17;250
1,09E+17;0
1,09E+16;0
1,09E+17;8764.93
1,09E+17;7979
1,09E+17;2099
1,09E+17;1450.66
1,09E+17;0
1,09E+17;649.5
1,09E+17;0
1,09E+16;3511.98
1,09E+17;144217
1,09E+17;1053.8
1,09E+17;0
1,09E+17;2955.19
1,09E+17;0
1,09E+16;597
1,09E+17;0
1,09E+16;595
1,10E+16;9790
1,10E+16;550
1,10E+17;0
1,10E+17;598
1,10E+17;0
1,10E+17;2859.41
1,10E+17;2650
1,10E+17;0
1,10E+17;8317.21
1,10E+17;3684.8
1,10E+17;5950
1,10E+17;0
1,10E+17;-282
1,10E+17;4484.86
1,10E+17;1359.4
1,10E+17;2072.94
1,10E+17;0
1,10E+17;390
1,10E+17;2369.41
1,10E+17;4973
1,10E+17;1300
1,10E+17;3224.43
1,10E+17;3481
1,10E+17;249.9
1,10E+17;353.93
1,10E+17;404274.27
1,10E+17;19670.53
1,10E+17;52588.74
1,10E+17;12849.9
1,10E+17;6998
1,10E+16;1565
1,10E+17;354.2
1,10E+17;169.9
1,10E+17;7239.39
1,10E+17;2225.05
1,10E+17;3499.8
1,10E+17;1000
1,10E+17;14575
1,10E+17;0
1,10E+17;3140.2
1,10E+17;2396.99
1,10E+17;15325.19
1,10E+17;0
1,10E+17;0
1,10E+17;547876.3
1,10E+17;3381.13
1,10E+17;16875.15
1,10E+17;0
1,10E+17;1798
1,10E+17;1174.98
1,10E+17;24520.25
1,10E+17;0
1,10E+17;0
1,10E+17;2129.9
1,10E+17;3031.38
1,10E+16;820
1,10E+17;439.98
1,10E+17;4234.94
1,10E+17;899.7
1,10E+17;0
1,10E+17;900.55
1,10E+17;6089.73
1,10E+17;14050
1,10E+17;0
1,10E+17;10942.4
1,10E+17;3205.44
1,10E+17;2322
1,10E+17;9178.97
1,10E+16;57396.89
1,10E+17;10480.73
1,10E+17;0
1,10E+17;0
1,10E+17;0
1,10E+17;467
1,10E+16;0
1,10E+17;12845.4
1,10E+17;59791.3
1,10E+17;879.92
1,10E+17;1192.79
1,10E+17;0
1,10E+17;15727.95
1,10E+17;0
1,10E+17;0
1,10E+17;4437
1,10E+17;0
1,10E+17;26708.96
1,10E+17;0
1,10E+17;0
1,10E+17;2898
1,10E+16;1000
1,10E+17;600
1,10E+17;301.99
1,10E+17;16148
1,10E+17;0
1,10E+17;1464.1
1,10E+17;643
1,10E+17;0
1,10E+17;1496.13
1,10E+17;0
1,10E+17;693
1,10E+17;4606.65
1,10E+17;0
1,10E+17;27466.3
1,10E+17;600
1,10E+17;2850
1,10E+17;19548
1,10E+17;249
1,10E+17;271339.72
1,10E+17;895
1,10E+17;319
1,10E+17;6139.32
1,10E+17;-5392.53
1,10E+17;933220.23
1,10E+17;349.99
1,10E+17;0
1,10E+17;261.07
1,10E+17;725
1,10E+17;0
1,10E+17;11900
1,10E+17;43790
1,10E+16;900
1,10E+17;8319.9
1,10E+17;1279.6
1,10E+17;10299.07
1,10E+17;1576.98
1,11E+17;2638.6
1,11E+17;0
1,11E+17;0
1,11E+17;299.8
1,11E+16;18204.75
1,11E+16;1099.5
1,11E+16;5998
1,11E+16;7924.43
1,11E+17;0
